model_id,task,case_id,backend,setup_id,run_id,source_run_id,variant,execution_role,technical_status,task_quality_tier,task_quality_status,task_quality_decision,task_quality_gate_reason,contract_gate_reason,eligibility_gate_reason,task_quality_metric,task_quality_candidate,task_quality_reference,task_quality_delta,task_quality_ci_low,task_quality_ci_high,task_quality_margin,task_quality_bootstrap_repetitions_requested,task_quality_bootstrap_repetitions,task_quality_bootstrap_engine,task_quality_bootstrap_skipped_reason,task_quality_bootstrap_elapsed_s,task_quality_ap50_candidate,task_quality_ap50_reference,task_quality_ap50_delta,task_quality_ap50_ci_low,task_quality_ap50_ci_high,task_quality_ap50_margin,task_quality_ap50_decision,task_quality_ap75_candidate,task_quality_ap75_reference,task_quality_ap75_delta,task_quality_ap75_ci_low,task_quality_ap75_ci_high,task_quality_ap75_margin,task_quality_ap75_decision,task_quality_bootstrap_candidate_event_count,task_quality_bootstrap_reference_event_count,validation_requested_count,validation_evaluated_count,validation_cardinality_status,validation_cardinality_pass,contract_consistent,ranking_eligible,exclusion_reason,quality_result_id,source_task_quality_decision,algorithm_version,quality_result_contract_version,metric_gate_config,configured_guardrails,missing_guardrails,guardrail_contract_complete,reference_predictions_sha256,candidate_predictions_sha256,annotations_sha256,source_request_sha256,producer_identity_sha256
resnet50,classification,b112,hailo8_to_trt,orin_nx_hailo8_01,hailo8_to_trt,hailo8_to_trt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;guardrail:top5_accuracy:decision:pass,,,top1_accuracy,0.818,0.812,0.006,-0.006,0.018,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,,0.16722465096972883,,,,,,,,,,,,,,,,,,500,,,,,,2d28e2fbe80512cc1838054fc83023d54d7f54ba46364917c747d3191460ed73,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,14a65fdfbbba93caf5800bbbd6d80cda3dfd8e418be3d7e8fcdd3443a62bd556,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,0d4732baa44b01f7a51af9291bb3f51395ef3be17174087143c859c88e3d42eb,
resnet50,classification,b118,hailo8_to_trt,orin_nx_hailo8_01,hailo8_to_trt,hailo8_to_trt,composed,,completed,screening,inconclusive,inconclusive,primary:top1_accuracy:decision:inconclusive;guardrail:top5_accuracy:decision:pass,,,top1_accuracy,0.814,0.812,0.002,-0.012,0.016,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,,0.08776263101026416,,,,,,,,,,,,,,,,,,500,,,,,,d7bdd847dd4128cf38e174e1c42654d3460919f5aac1b633f199347f35b2d69a,inconclusive,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,10a6723c81763fa1b5451258c8bbb50cda801e5c8c1b34eeca109211be5a4c43,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,6073727c5739dca3efeadcb00e7899589d78673a92d70fa9508b979fee693661,
resnet50,classification,b119,hailo8_to_trt,orin_nx_hailo8_01,hailo8_to_trt,hailo8_to_trt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;guardrail:top5_accuracy:decision:pass,,,top1_accuracy,0.816,0.812,0.004,-0.008,0.01609999999999991,0.01,500,500,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,,0.09789306996390224,,,,,,,,,,,,,,,,,,500,,,,,,6c2cbc938c5228fc410e918f0ee0f6dcb36bc56034343e41afe63f5fe08c48b5,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,1f70f57afb46a90a7a5a881f28769fcdfc34c35192b8f1cf304c7193323f5565,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,cbf20c87b2aaa20a9dae3631f46f91c45fa3b09093db34f50b1948da7648c776,
resnet50,classification,full,tensorrt,orin_nx_deepx_m1_01,native_full_tensorrt,native_full_tensorrt,full,full_quality_only,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.07441166799981147,,,,,,,,,,,,,,,,,,500,,,,,,28385f6c25d1e341b1251b46a629f2ea715208b1389bb6101be4e26a0ecc59e9,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,5023554a2800ea4b70a76f6218d1dad8d69b4b6b897039965c62b60db526da23,81acd6ecb812dd5d9013bf0cc3ef0b3f623f36bbf98c7035c8a2d6247f83b6ec
resnet50,classification,full,tensorrt,orin_nx_hailo10_01,native_full_tensorrt,native_full_tensorrt,full,full_quality_only,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.06574563100002706,,,,,,,,,,,,,,,,,,500,,,,,,43ec7d86a6fa86f905b40cd93f1d3ce064d8380d5eb8733fac150c52807b3b6b,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,b2105e1b9a5bb886f00d1ed99dda9555204d68990fc91b65d9979ae0dc727a5d,3f07e1aa40abe23dfb06fc1338fd1ca2098cba618a859b1f19196554e6fe8470
resnet50,classification,full,tensorrt,orin_nx_hailo8_01,native_full_tensorrt,native_full_tensorrt,full,full_quality_only,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.0035605370067059994,,,,,,,,,,,,,,,,,,500,,,,,,bdd9b116bd515aab875ade20169acd94bb370ec810a4122f303fcd424ffd883d,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,f0b4ed2679bfb540cdd0ecd76f7cb9b9c68c92fa03453070df2be16b0e4cdbc1,f5aec2b25b3bfc49aafc0d08fab38b4464d171913eaeca227ff183adb146b7f3
resnet50,classification,b001,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,342d9a132920cbfbf5089ae84a9e34bf6c0914a1f16f5c145b041f1223e2d062,
resnet50,classification,b003,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,5e9e5d295e34a984cafe65c054dbe511ab7f7481bace096ff6dd1e3f84a2ee66,
resnet50,classification,b008,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,97d2f4d01141d3bf12e85eb16c1bab1885e7c8f773784c1a10f35bd9f2be173d,
resnet50,classification,b009,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,ef9771983df70add53541ae3aac0401b08c0eb5abddf2b844d40645cea0eaced,
resnet50,classification,b020,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,e15153cb5c8a20a547bfd34f10395b2c76b017249159598e5f2025e6f7c63e60,
resnet50,classification,b022,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,309c4bbfc0d742c95d2d55b28e472c7a6946e9c8c9d89411efd40aa67102d1a3,
resnet50,classification,b027,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,0dbb84043a26a449b3fe92a38e21781f4edf434ed6e620ea40889aa0ede00b61,
resnet50,classification,b042,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,f99b7cb7b2fdedf34b1147428bda5cd9237e3b261f598982662ff9ad721cc729,
resnet50,classification,b052,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,d641f018647f992b8cf1bbdc6d21829ed0202fa86f4cda256ec8da34cf4dc6ee,
resnet50,classification,b054,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,a0e670f1715ea66e715d565558edc7c048e3bf00bcf85e24865ada6da77715ea,
resnet50,classification,b056,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,c3758adebfbaaa1236dff660b3b913bb0b12ac0b9d491980659daac8c0aa9032,
resnet50,classification,b068,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,f88f1e222f49b9807235456abc9248bdd4a90ba3a662f1160c4646fc2a8faaaa,
resnet50,classification,b074,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,b03efc88c97797cc6e08047e1ae29ed0c6572cd7a9ed49d59c1ec89ad4604ade,
resnet50,classification,b078,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,97c3be024125bde18a56ca17ae142cd2d9674fa03e6515f21f5e195c03dbdc1d,
resnet50,classification,b091,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,24e748f45cb4df7afe135b21eb67fb41022a7ed0d2e4d2df5c330c7343716712,
resnet50,classification,b095,ort_tensorrt,orin_nx_deepx_m1_01,ort_tensorrt,ort_tensorrt,composed,,completed,screening,pass,pass,primary:top1_accuracy:decision:pass;primary:top1_accuracy:bootstrap_skipped_reason:candidate_reference_identical;guardrail:top5_accuracy:decision:pass;guardrail:top5_accuracy:bootstrap_skipped_reason:candidate_reference_identical,,,top1_accuracy,0.812,0.812,0.0,0.0,0.0,0.01,500,0,management_process_pool:onnx_splitpoint_tool.quality_metrics:classification_quality_evaluator,candidate_reference_identical,0.7276743779657409,,,,,,,,,,,,,,,,,,500,,,,,,9e0a6b42efe81233e093f79484c1c8b0d2caafa1c49185bfa97009b35b687015,pass,management_paired_quality_v2:classification-accuracy-v2,2,"{""guardrails"":{""top5_accuracy_margin"":0.01},""non_inferiority_margin"":0.01,""primary_metric"":""top1_accuracy""}","[""top5_accuracy""]",[],True,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,24df52d0032a21e600cf61db63d747d1ca56a8bd72da3b1829d0fe6f22262d40,059b455d572771f5264a580d38027ff35c7c066fc160eaec4a249500ac1286e9,07a542988e8ed2db9125d22251d9e8cfdf7a5dceeacefc6135360d31d38a9d32,
