endpoint_id,model_id,case_id,setup_id,backend,direction,precision,endpoint_contract_hash,planned,materialized,measurement_payload_present,measured,valid_measurement,terminal,terminal_failure,lifecycle_status,terminal_reason,terminal_reason_scope,measurement_evidence_status,technical_measurement_valid,eligible_for_technical_observation,runner_returncode,causal_backend,causal_hw_arch,builder_backend,plan_evidence,materialization_evidence_count,measurement_evidence_count,valid_measurement_evidence_count,terminal_evidence_count
generic:resnet50:hailo10_to_trt:b022,resnet50,b022,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b022"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b022"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b027,resnet50,b027,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b027"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b027"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b042,resnet50,b042,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b042"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b042"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b050,resnet50,b050,,hailo10_to_trt,hailo10_to_trt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo8,hailo8,venv,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b050"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b050"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",0,0,0,1
generic:resnet50:hailo10_to_trt:b054,resnet50,b054,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b054"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b054"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b068,resnet50,b068,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b068"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b068"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b074,resnet50,b074,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b074"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b074"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b078,resnet50,b078,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b078"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b078"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b091,resnet50,b091,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b091"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b091"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b095,resnet50,b095,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b095"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b095"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b107,resnet50,b107,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b107"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b107"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b112,resnet50,b112,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b112"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b112"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b020,resnet50,b020,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b020"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b020"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:hailo10_to_trt:b052,resnet50,b052,,hailo10_to_trt,hailo10_to_trt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""hailo10_to_trt"",""candidate_execution_roles"":[""deployment_shortlist""],""candidate_origin"":""deployment_shortlist"",""case_id"":""b052"",""direction"":""hailo10_to_trt"",""endpoint_id"":""generic:resnet50:hailo10_to_trt:b052"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""hailo10_to_trt""}",1,1,1,0
generic:resnet50:deepx_m1_full:full,resnet50,full,,deepx_m1,deepx_m1,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1"",""case_id"":""full"",""direction"":""deepx_m1"",""endpoint_id"":""generic:resnet50:deepx_m1_full:full"",""endpoint_scope"":""generic_full_baseline"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_full""}",0,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b119,resnet50,b119,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b119"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b119"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b008,resnet50,b008,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b008"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b008"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b056,resnet50,b056,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b056"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b056"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b118,resnet50,b118,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b118"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b118"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b001,resnet50,b001,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b001"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b001"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b003,resnet50,b003,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b003"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b003"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b009,resnet50,b009,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b009"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b009"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b022,resnet50,b022,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b022"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b022"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b027,resnet50,b027,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b027"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b027"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b042,resnet50,b042,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b042"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b042"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b050,resnet50,b050,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo8,hailo8,venv,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b050"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b050"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",0,0,0,1
generic:resnet50:deepx_m1_to_tensorrt:b054,resnet50,b054,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b054"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b054"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b068,resnet50,b068,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b068"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b068"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b074,resnet50,b074,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b074"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b074"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b078,resnet50,b078,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b078"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b078"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b091,resnet50,b091,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b091"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b091"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b095,resnet50,b095,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b095"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b095"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b107,resnet50,b107,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b107"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b107"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b112,resnet50,b112,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b112"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b112"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b020,resnet50,b020,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b020"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b020"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:resnet50:deepx_m1_to_tensorrt:b052,resnet50,b052,,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""deepx_m1_to_tensorrt"",""candidate_execution_roles"":[""deployment_shortlist""],""candidate_origin"":""deployment_shortlist"",""case_id"":""b052"",""direction"":""deepx_m1_to_tensorrt"",""endpoint_id"":""generic:resnet50:deepx_m1_to_tensorrt:b052"",""endpoint_scope"":""generic_split"",""model_id"":""resnet50"",""run_profile_id"":""deepx_m1_to_tensorrt""}",1,1,1,0
generic:yolo26s:ort_tensorrt:b382,yolo26s,b382,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b382"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b382"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b001,yolo26s,b001,,ort_tensorrt,ort_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b001"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b001"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",1,1,1,0
generic:yolo26s:ort_tensorrt:b104,yolo26s,b104,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b104"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b104"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b377,yolo26s,b377,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b377"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b377"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b002,yolo26s,b002,,ort_tensorrt,ort_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b002"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b002"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",1,1,1,0
generic:yolo26s:ort_tensorrt:b313,yolo26s,b313,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_yolo26_static_part1_guard,case_generation,payload_missing,False,False,,"hailo10,hailo8","hailo10,hailo8",,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b313"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b313"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b005,yolo26s,b005,,ort_tensorrt,ort_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b005"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b005"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",1,1,1,0
generic:yolo26s:ort_tensorrt:b042,yolo26s,b042,,ort_tensorrt,ort_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b042"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b042"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",1,1,1,0
generic:yolo26s:ort_tensorrt:b066,yolo26s,b066,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b066"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b066"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b088,yolo26s,b088,,ort_tensorrt,ort_tensorrt,,,True,False,False,False,False,True,True,terminal_without_measurement,legacy_case_rejected:hailo_hef_build_failed,case_generation,payload_missing,False,False,3,hailo10h,hailo10h,venv,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b088"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b088"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",0,0,0,1
generic:yolo26s:ort_tensorrt:b118,yolo26s,b118,,ort_tensorrt,ort_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b118"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b118"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",1,1,1,0
generic:yolo26s:ort_tensorrt:b148,yolo26s,b148,,ort_tensorrt,ort_tensorrt,,,True,True,True,True,True,True,False,measured,measurement_available,,valid,True,True,,,,,"{""backend"":""ort_tensorrt"",""candidate_execution_roles"":[""audit""],""candidate_origin"":""score_independent_audit"",""case_id"":""b148"",""direction"":""ort_tensorrt"",""endpoint_id"":""generic:yolo26s:ort_tensorrt:b148"",""endpoint_scope"":""generic_split"",""model_id"":""yolo26s"",""run_profile_id"":""ort_tensorrt""}",1,1,1,0
