model_id,case_id,run_id,backend,variant,presence,representation_count,primary_setup_id,mirror_setup_id,primary_source_path,mirror_source_path,primary_row_sha256,mirror_row_sha256,mirror_copy_manifest
mobilenet_v3_large,b095,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b095/results_hailo10_to_trt/validation_report.json,43a59c732e4433b59c3040cce04bac611504e495a43f83590b8e884db79ec514,8fb1a3e428dd6036f85cefc550e066f9b2e2da2fe626ee94efd0105e061fdca1,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
mobilenet_v3_large,b095,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b095/results_hailo8_to_trt/validation_report.json,0e16fc153a920eba3cb17e76996e721e4182627be3edd33ace74e868c9e8e016,1c475f47fb8f6bceaef68bf3c85e1f05031877b8428f04011d92aa7b5f101960,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
mobilenet_v3_large,b095,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b095/results_ort_tensorrt/validation_report.json,8f17090491acd7e25901463432a7bc44ea4fc8973e3ba2c4ae2fa70614f90254,e0617a35ab6ed6c28a1f548514afba80382e09aa33f3e589d3022c07631288c2,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b101,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b101/results_deepx_m1_to_tensorrt/validation_report.json,222c6fcc79ffce887718e2bf2bc2ea3daf91e988a41451760a1e17efdabf8a3f,6f1f2c9084f9bb9160e20d79d6c7388073f7301d949d1a9b6767375f47233763,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b101,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b101/results_hailo10_to_trt/validation_report.json,e2d246a4dc542761436fc63f759d67bf246ed3b84feebb4931141fa1639bab8d,3fb3f811b579e76f149ce8f30ad0146c9acef91b62fa7fcd6e2d2e9bc7638672,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
mobilenet_v3_large,b101,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b101/results_hailo8_to_trt/validation_report.json,7239b68204516c094479d8e8ccac0ddaea834877192a83bba068ab9c4dcb2df6,6b346d2756d7121d77944fde4a7c4fd7bf38b3bbaacc0734d9835430592f6c63,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
mobilenet_v3_large,b101,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b101/results_ort_tensorrt/validation_report.json,d47683bcd6f48de599baf05715aa3b25a6fcc50027416901d4ca1f46b9d7d7b9,511656e6d048f9550efc39c610350acd3a7455f9c88f2fa3ab7c44c7e6287a2d,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b115,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b115/results_deepx_m1_to_tensorrt/validation_report.json,46fbcf8d30a237e2adf9a3a6db722eeb9745ce19cd57751c94b660ee58db8f0c,0ae0a356fc0b90345fde31542adcbae27ee09e43c997016dc61f11a81cd90d1c,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b115,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b115/results_hailo10_to_trt/validation_report.json,0bab99759e0a019ec2a0715796bdd2511a0137f94ee5857f5247c575ca2301df,7a9038f3f9e4ff78fa24f3fc0fc77ccfd0c95275831a9c1d363add2793ad4a7a,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
mobilenet_v3_large,b115,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b115/results_hailo8_to_trt/validation_report.json,6c9262e97245e60b166162ab98fee6931fde205a6c7f00a0828efa02dda091ee,9c941ca87fa4af2d326d6ecfdfd43a6386705916f6ae07e9b5fba6fda003c190,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
mobilenet_v3_large,b115,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b115/results_ort_tensorrt/validation_report.json,66a9113c71837631eda7ac4cddef33cb1d52637115e5deffe45ccbe1e2958894,5eb5251a1252f2e29434dc25fdb25c0bbd164591d6d04ed09cb082b3e260a006,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b119,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b119/results_deepx_m1_to_tensorrt/validation_report.json,906938db4ce453339f0f402eb2e6892df83721572d3463acdbd868d183e8ed89,db727698ec4410e63cff91c9ec7a2ba0f11de15224166f808155f8cbccc84f13,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b119,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b119/results_hailo10_to_trt/validation_report.json,14ed77a1cbbaaf094d3776a74aca7651969578846c4fea0fcdb2989def9a157b,8ab696544d4e0c862ee8dca5b12ff09042d2bafd21a4ab2afeac6d14e4d18188,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
mobilenet_v3_large,b119,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b119/results_hailo8_to_trt/validation_report.json,ea2ec3f9d6ca63cc12ddf7b758fc626fb83d45108449189a8322de1882d31997,5bcfaad36d4663f959a2f29f15def99f154c63ada978445918714bb03217b984,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
mobilenet_v3_large,b119,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b119/results_ort_tensorrt/validation_report.json,dcaae1ef97d1d47487e64c3c8ace5593e9ff571cac77f0e03455f60683b87c55,4b3ce117fb71970e5e7a5d13e30da5ffac857d4aaeba2e7e6d9859620a89fbd2,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b132,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b132/results_deepx_m1_to_tensorrt/validation_report.json,2a98855671bbcd0cb53d2cb40ebcbe631c5cce587d037ddbbf4da72b37bb914d,5f8e501ce3b66ba9718d4b7d2eac074b8e2907f586a7c2fb178f301731550fbd,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b132,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b132/results_hailo10_to_trt/validation_report.json,e03a8fb9ff1e3d4cf97a68b2685f90e9e74bc1559b7e51545dc06e701e03f936,8ab7c604dc714b16e7367b68f7bd807cf32af4a05562d3c5f2f33c078bbc87f5,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
mobilenet_v3_large,b132,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b132/results_hailo8_to_trt/validation_report.json,46700538e6d4fec4e7056d9ca7acb21a773028a452999a3d60ec5d09e10714a6,453f8d5cf9b78f5dee3795e0a07082f422fc69e3cb0182ef0f39f18c6c12e3fb,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
mobilenet_v3_large,b132,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b132/results_ort_tensorrt/validation_report.json,042ff32db13741fb7e7eaf1a36c7e8395f3f17268587e116541a1b10e722e44b,f291c366c7cea0c0a2803d0e06e78bd92001a9f4efec0f3f4a40e8d995d6ed7d,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b135,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b135/results_deepx_m1_to_tensorrt/validation_report.json,bd5a08ddbe4c19d9596d1ca538f82a9200ad14e0e7eb0bf9250d85b80dd726a1,a2fda4cf51bd0df57e9397427a7fedca9a8c7be3490608cba6094228a134fd3a,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b135,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b135/results_hailo10_to_trt/validation_report.json,faf02b2607639dd1eae13cae11d235be42062ee2d4a151f068366f790abf58a8,23056f384e4820b34e823935fdfe651f7d352335a4318c8e9c4cbcbe501f460c,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
mobilenet_v3_large,b135,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b135/results_hailo8_to_trt/validation_report.json,a4db50d7a91c8effbbc07bc2d9d7921effddc35993b47af7a6b8225cfacb9af3,75897e7f50c14064f17fade8a0382b5e0bc0dac1756ebdf1b26738dbe776600d,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
mobilenet_v3_large,b135,ort_tensorrt,tensorrt,split,present,1,,,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_ort_tensorrt_auto.json,,7d2a74e63c6f7cb4480a4655cf3fc52299ba33e97f1f594fabfb1a3befb375b9,,
mobilenet_v3_large,b137,deepx_m1_to_tensorrt,deepx_m1_to_tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_deepx_m1_to_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b137/results_deepx_m1_to_tensorrt/validation_report.json,062ce4edc899af96864bbbb4a56cb0f77fbfe9264f998be0db847204b99e8e53,156df464268e8faf950930e6d6c82bd13a74819622b484d6246453b1af746646,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,b137,hailo10_to_trt,hailo10_to_tensorrt,split,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo10_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b137/results_hailo10_to_trt/validation_report.json,cc1c8b27826fc18581bd6e6067cca4176dcc3892747aa06159c9a66410b5b3fb,ee2abfc775955e4f55348d298d4c4a2407ddc7796aeee8557c9132379a154df7,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
mobilenet_v3_large,b137,hailo8_to_trt,hailo8_to_tensorrt,split,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo8_to_trt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b137/results_hailo8_to_trt/validation_report.json,29a33ed8b3cc9129fa4e5d56375fe6fa09930cc79cb021f024b222b69e88bc0d,efed7f67a879108fb8a655af15102bd77be7dc0b677fa77556f5419a36c60884,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
mobilenet_v3_large,b137,ort_tensorrt,tensorrt,split,present,2,,orin_nx_deepx_m1_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_ort_tensorrt_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/case_reports/results/b137/results_ort_tensorrt/validation_report.json,773dad5b9827a8512ad2a109659ffbbd4d68ea866d20fbf5761cb04a44d80796,0b4cab0ecdec9ec30c6a335fea89e05f90d022d17d184bfa46b0f4ed8d375413,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_deepx_m1_01/result_copy_manifest.json
mobilenet_v3_large,full,deepx_m1_full,deepx_m1,full,present,1,,,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_deepx_m1_full_auto.json,,0e46958861374530b00e2b4730004449a1fd5aa9f1085959dafcdce90ac7aa83,,
mobilenet_v3_large,full,hailo10,hailo10,full,present,2,,orin_nx_hailo10_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo10_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/case_reports/results/b135/results_hailo10/validation_report.json,e30c68335cb2d327678192dd68f571eab38b79f2d29ba7bbdb9b21ac04455252,3909ba085bf5c131f4279a1c1fd0d2bb2be8d686926245ce0e49c46923445bdf,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo10_01/result_copy_manifest.json
mobilenet_v3_large,full,hailo8,hailo8,full,present,2,,orin_nx_hailo8_01,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_hailo8_auto.json,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/case_reports/results/b135/results_hailo8/validation_report.json,258c97ff69ba636429987440cb0eb303027ce076496e0af3888b44bb7c9de586,97766ae9755d5e21e5ea309044623e98fa3a00d58cbd7ec70ed35612ba903350,models/mobilenet_v3_large/benchmark_results/remote_diagnostics/orin_nx_hailo8_01/result_copy_manifest.json
mobilenet_v3_large,full,ort_tensorrt,tensorrt,full,present,1,,,/home/kmika/Models/EvaluationRuns/v2784_7model_b500_audit20_launch_20260828_194905_185725341_1413672/runs/complete_set_7models_v2784_b500_audit20_20260828_214941/models/mobilenet_v3_large/benchmark_results/benchmark_results_ort_tensorrt_auto.json,,bba55919ee88681beb3db80a7042930bc39915cc8a4dcc8c76e118eacd045f17,,
